title,label,label_score
dirumorkan cerai song joong ki kehidupan pernikahannya song hye kyo,non-clickbait,1
lisensi terbang dicabut vincent raditya pesawat konten,non-clickbait,1
pisah kim jae wook pakaikan lipstik bibir park min young,non-clickbait,1
ratna sarumpaet hadapi dakwaan 6 tahun penjara jaksa penuntut,non-clickbait,1
congrats  meghan markle melahirkan bayi laki laki,clickbait,0
penampilan berhijab irish bella nonton bareng ammar zoni sukses curi perhatian,clickbait,0
foto perdana baby arkana anak ketiga nikita mirzani cute banget ,clickbait,0
sinopsis drama life episode 2 keberanian lee wook kebenaran,non-clickbait,1
mendadak pakai hijab syari celine evangelista banjir pujian doa netizen,non-clickbait,1
breaking news meghan markle pangeran harry perkenalkan royal baby,non-clickbait,1
diistirahatkan progam sahur net tv andre taulany berkah allah,non-clickbait,1
andi soraya peduli steve emmanuel bantu anak,non-clickbait,1
ulang tahun 47 iis dahlia cantik awet muda,non-clickbait,1
sinopsis drama life episode 3 kegalauan lee wook hadapi cho seung woo,non-clickbait,1
kondisi terbaru ani yudhoyono rs wajah berubah drastis,non-clickbait,1
belakangi masjid super indah ammar zoni menatap irish bella berhijab,clickbait,0
sutradara avengers endgame marvel umumkan karakter gay,clickbait,0
telaten momen menantu cantik setia dampingi rawat ani yudhoyono,non-clickbait,1
main tebak pikiran jessica iskandar deddy corbuzier dicium pacar,non-clickbait,1
syahrini  reino barack cium pipi bukber gendut digendong manja,non-clickbait,1
bani mulia cowok ganteng kekasih lulu tobing cucu konglomerat raja kapal,non-clickbait,1
tidur wanita lamar odom keluarkan dana aborsi,clickbait,0
komentar tyson kaki melanie ricardo,clickbait,0
amber fx cerita hubungan asmara mantan kekasihnya,clickbait,0
pulang indonesia luna maya nongkrong seru bareng sahabat ajaib,non-clickbait,1
11 potret ootd hijab cantik ayana jihye moon mualaf korea puasa ramadan indonesia,clickbait,0
rusia rambut nabi muhammad dijaga 7 pesawat jet indonesia dijaga anak pendekar,clickbait,0
akui gaptek tom holland download trailer spider man far from home,non-clickbait,1
posisi juri indonesian idol digantikan anang armand maulana menangis,clickbait,0
dituding pansos setia gara terkenal tendang pantat kim aja,clickbait,0
maia estianty tulis pamer sandra dewi komentar,non-clickbait,1
chung ha ateez buka smartfren wow concert seisi istora senayan bergemuruh ,clickbait,0
disomasi barbie kumalasari billy syahputra gue nggak nyentil disentil,clickbait,0
gemuk double chin jessica mila dikenali,clickbait,0
nia ramadhani tersesat rumah,non-clickbait,1
top 3 puteri indonesia 2019 dikirim ajang kecantikan internasional,clickbait,0
zul zivilia hasilkan uang jeruji penjara,non-clickbait,1
terseret bebby fey dinar candy nggak diam ,non-clickbait,1
sabrina chairunnisa deddy corbuzier berkurban nggak idul adha,non-clickbait,1
vanessa angel perselingkuhan ruben onsu penyanyi dangdut,non-clickbait,1
debut sutradara bella thorne garap film dewasa bareng pornhub,non-clickbait,1
klarifikasi ria ricis timnya mendadak resign video,clickbait,0
hadiri resepsi anak raam punjabi luna maya  bcl santap api menyala ,clickbait,0
tugas krusial vadi akbar upacara 17 agustus istana negara,non-clickbait,1
jerinx unggah foto pernikahan adat bali umumkan sumpahnya,non-clickbait,1
melaney ricardo kehilangan pekerjaan elza syarief pikiran duit mulu,non-clickbait,1
super keren bali beats of paradise pikat pecinta film tanah air,non-clickbait,1
nikita mirzani penjara lindungi anak sajad ukra,non-clickbait,1
kesal dianggap pansos bebby fey beber bukti foto sang youtuber,clickbait,0
selebriti ramaikan launching smartfren wow undian berhadiah rumah senilai miliran,non-clickbait,1
bak dilan gombalan jaemin nct dream sukses bikin fans baper,clickbait,0
klarifikasi gisella anastasia video joget cowok serba salah janda,non-clickbait,1
armand maulana kaget putrinya naja dewi maulana peserta the voice indonesia,non-clickbait,1
bj habibie meninggal bunga citra lestari disangka pegawai bank beliau,non-clickbait,1
kylie jenner unggah foto telanjang pelukan travis scott,clickbait,0
adik boy william meninggal dunia will be forever proud of you,non-clickbait,1
bisnis ditekuni anak bj habibie cerdas sukses,clickbait,0
cerita kemal mochtar berhasil turun 51 kg 1 tahun,non-clickbait,1
crop foto barbie kumalasari ruben onsu diajak nevada,non-clickbait,1
siapkan kain kafan dorce gamalama ngaku pikirkan duniawi,non-clickbait,1
kylie jenner blak blakan hubungan seksual travis scott,clickbait,0
usia abad moore nekat pose busana,non-clickbait,1
sel kanker ria irawan menyebar kepala paru paru suami kronologinya,non-clickbait,1
sharing sampo anti ketombe favorit racunalo viral medsos,clickbait,0
review sampo anti ketombe medsos alodita banjir komentar netizen,non-clickbait,1
diskusi panas kpi value sinetron sinetron azab tinggi,non-clickbait,1
dilaporkan bebby fey polda metro jaya dinar candy dirugikan,non-clickbait,1
bantah mobil mewah syarat tutup mulut bebby fey mengaku,non-clickbait,1
barbie kumalasari klarifikasi dihujat gara gara pesawat 8 jam,clickbait,0
gisella anastasia alasan gugat cerai gading marten,clickbait,0
nikita mirzani bagikan 500 sembako ustaz maulana kaget,non-clickbait,1
raffi ahmad korek isu rumah tangga laudya cynthia bella diamuk nomor diblokir,non-clickbait,1
khirani beranjak remaja mayangsari bagikan trik parentingnya,clickbait,0
acha septriasa ngaku gugup presenter infotainment,non-clickbait,1
barbie kumalasari tinggal nevada mantan suami boro boro,non-clickbait,1
singgung wanita pansos atta halilintar giliran bersuara,non-clickbait,1
foto perdana anak keempat celine evangelista stefan william dirawat,non-clickbait,1
bebby fey mobil mini cooper atta halilintar mending beliin ortu,non-clickbait,1
kisah mantan finalis puteri indonesia papua model nyfw runway,non-clickbait,1
saksi ngaku adik bebby fey atta halilintar nggak,non-clickbait,1
betrand peto korea gayanya bandara total mencapai rp 50 juta,clickbait,0
syifa hadju nominasi resmi wajah tercantik dunia 2019,non-clickbait,1
lagu location unknown viral gempi putri gading gisel dinotice honne,clickbait,0
liburan bareng miley cyrus omelan sang,non-clickbait,1
akting iu suzy cha eun woo kritik pedas,non-clickbait,1
kenang 17 agustus elly sugigi akui jago lomba gigit koin,non-clickbait,1
syahrini unggah video tubuh mungilnya diunyel unyel reino barack ,clickbait,0
ngaku tinggal 2 tahun nevada foto barbie kumalasari amerika diduga palsu,non-clickbait,1
korban kdrt as setia gara nangis tolong dipulangkan indonesia,non-clickbait,1
damai melaney ricardo unggah foto pelukan elza syarief,clickbait,0
sederet fakta kdrt setia gara lutut hancur diduga disiksa suami,non-clickbait,1
sound on  dengerin nikmatnya influencers seruput nongshim ramyun,clickbait,0
zaskia adya mecca atasi trauma putrinya periksa gigi,clickbait,0
boyong gfriend indonesia shopee bawa kejutan spesial fans ,non-clickbait,1
nikita mirzani alasan kekasih sayang,clickbait,0
ruben onsu resmi angkat anak nikita mirzani betrand layak bahagia,non-clickbait,1
nikita mirzani kaya nggak boros sadar janda anak cicilan,clickbait,0
foto jadul rossa sma tampil manis rambut pendek,clickbait,0
aksi gilang ramadhan 500 atraksi festival dhol 2019,clickbait,0
perut syahrini membuncit ketahuan susu hamil rumahnya,non-clickbait,1
dikabarkan putus shenina cinnamon posting foto bareng jefri nichol,clickbait,0
sinopsis drama life episode 9 mimpi lee wook perubahan,non-clickbait,1
nunung  jefri nichol ditangkap atta halilintar keren narkoba ,non-clickbait,1
sinopsis drama life episode 10 gebrakan direktur rumah sakit,non-clickbait,1
vanessa angel blak blakan alasan putus bibi,clickbait,0
alasan celine evangelista pakai kerudung acara pemberkatan 7 kehamilan,clickbait,0
raffi ahmad nama wanda hamidah kenang penangkapan 6 tahun silam,non-clickbait,1
sinopsis drama life episode 11 pembunuhan berusaha disembunyikan,non-clickbait,1
sinopsis drama life episode 12 pergulatan batin kebenaran,non-clickbait,1
momen gemas nastusha cemburu deketin chelsea olivia,clickbait,0
sederet potret cantik shandy aulia absen olahraga hamil muda,clickbait,0
artis berinisial ss pakai narkoba diburu polisi jefri nichol nunung,non-clickbait,1
9 film indonesia tayang bioskop agustus 2019,clickbait,0
syahrini buka suara dugaan hamil 5 menikah,non-clickbait,1
kabar tri hanurita mantan istri irwan mussry hidup mewah   dinikahi petinggi tni,non-clickbait,1
pakai ganja tanggapan uus seleb terlibat narkoba,clickbait,0
5 potret song hye kyo pemotretan magazine cantik bak princess disney,clickbait,0
deretan pria dekati cut meyriska artis   perwira,clickbait,0
liburan pasca cerai wajah asli song hye kyo pembicaraan,non-clickbait,1
yuli fonataba putri papua 2018 presenter,non-clickbait,1
sinopsis drama rich man episode 2 jatuh bangun ha yun soo,non-clickbait,1
sinopsis drama rich man episode 3 keras suho exo terancam gagal ,clickbait,0
sinopsis drama rich man episode 5 suho exo cemburu,non-clickbait,1
sinopsis one piece episode 899   duel sengit zoro vs basil hawkin,non-clickbait,1
cinta laura konsep go international udah ketinggalan zaman,non-clickbait,1
sinopsis drama rich man episode 4 suho exo,non-clickbait,1
sinopsis drama rich man episode 6 suho exo jadian ,non-clickbait,1
sinopsis drama rich man episode 8 kebenaran menyakitkan,non-clickbait,1
kate middleton  pangeran william bawa ketiga anaknya pesawat murah,clickbait,0
tom holland nasib film spider man,clickbait,0
blak blakan tyas mirasih bongkar perselingkuhan raffi ahmad,clickbait,0
sinopsis drama rich man episode 13 titik hidup suho exo,non-clickbait,1
sinopsis drama rich man episode 12 suho exo,non-clickbait,1
brie larson tunjukkan kemampuan bermusik cover lagu,clickbait,0
nikita mirzani tunjukkan bukti pembayaran tampil tv,non-clickbait,1
sinopsis drama rich man episode 10 karier suho exo ujung tanduk ,non-clickbait,1
sinopsis drama rich man episode 15 perpisahan suho exo   ha yun soo,non-clickbait,1
gak exposure awkarin jutaan rupiah twitter,non-clickbait,1
sinopsis drama the last empress episode 1 aksi heroik jang na ra,non-clickbait,1
sinopsis drama the last empress episode 2 sisi shin sung rok,non-clickbait,1
maia estianty luna maya diam diam tengah siapkan pernikahan ,clickbait,0
sinopsis drama the last empress episode 4 kedekatan shin sung rok  jang na ra,non-clickbait,1
sinopsis drama rich man episode 11 kejatuhan perusahaan milik suho exo,non-clickbait,1
sinopsis drama rich man episode 16 bahagia suho exo ,non-clickbait,1
sinopsis drama the last empress episode 3 langkah menutupi kebenaran,non-clickbait,1
resmi  choi jong hoon ditetapkan tersangka penyuapan polisi,clickbait,0
pandangi putra kecilnya putri titian ga sok manis deh iago,non-clickbait,1
bela anak sunan kalijaga nama keluarga,non-clickbait,1
profil fakta lengkap seputar nct 127,non-clickbait,1
lakukan live brand new boys bocorkan tanggal debut,clickbait,0
sinopsis drama still 17 episode 4 gembiranya shin hye sun pulang rumah,non-clickbait,1
sinopsis drama still 17 episode 5 kepedihan shin hye sun ditolak,non-clickbait,1
tahan tangis tsania marwa rindu anak anaknya,non-clickbait,1
sinopsis drama still 17 episode 6 ketegaran shin hye sun hadapi,non-clickbait,1
tantangan asri welas film rumput tetangga berkaitan suara kehamilan,non-clickbait,1
sinopsis drama still 17 episode 7 permintaan maaf shin hye sun,non-clickbait,1
rilis teaser pendek serial strager things tanggal tayang season ketiga,clickbait,0
potret us film thriller jenaka bikin deg degan,clickbait,0
sinopsis drama still 17 episode 8 jong tersenyum,non-clickbait,1
peduli politik tahun nia dinata janji nggak golput,non-clickbait,1
billy syahputra anggap angela lee teman,clickbait,0
capai 20 juta subscriber blackpink pecahkan rekor ,non-clickbait,1
sinopsis drama still 17 episode 10 ketakutan jong,non-clickbait,1
deretan selebriti indonesia ngefans idol korea,clickbait,0
fokus musik syifa hadju kolaborasi lingua,non-clickbait,1
pemain thailand hormat suporter indonesia pertandingan,non-clickbait,1
puisi hairdryer dian sastro terduga reaksi netizen,clickbait,0
unggah foto habibie syahrini semoga dipertemukan ainun surga,clickbait,0
acungkan pisau pria resahkan pengunjung pantai kuta,clickbait,0
pungut kaleng bekas siswa sd temukan mayat bayi karaoke,non-clickbait,1
indonesia vs thailand sugbk berisik suporter tamu,non-clickbait,1
anggaran sri mulyani anggota dpr curhat terjebak lift,clickbait,0
senangnya suporter thailand hadiah jersey syal indonesia,clickbait,0
penjelasan sd bekasi video pemukulan siswa teman temannya,clickbait,0
bukalapak kabar phk penataan perusahaan,non-clickbait,1
aplikasi google fitur fitur kamera pixel 4,clickbait,0
komunitas puas toyota calya daihatsu sigra terbaru,non-clickbait,1
cerita saut diajak makan pecel 3 pimpinan kpk tulis surat pengunduran,clickbait,0
angkot terbalik tanjakan ambon 1 penumpang tewas terlindas,non-clickbait,1
lini persib sorotan 4 menang 18 laga,non-clickbait,1
duduk perkara kecelakaan bus mira vs innova nganjuk madiun diduga akibat human error,non-clickbait,1
sby arahan tertutup anggota legislatif partai demokrat,non-clickbait,1
tim dokter kondisi kesehatan bj habibie,clickbait,0
ganjar soroti pemadaman kebakaran gunung merbabu ranting cangkul,non-clickbait,1
cinta ditolak pemuda bandung tusuk gadis pujaan,clickbait,0
tarik rusia as alami kebutaan,clickbait,0
kekeringan warga meletakkan wadah air rumah,non-clickbait,1
greater adria benua tersembunyi eropa,non-clickbait,1
timnas 16 indonesia vs filipina tim tamu motivasi tinggi,non-clickbait,1
cerita gabby perempuan 22 meter ditolak melamar,clickbait,0
fakta bocah 11 tahun dicabuli dibunuh pergi ngaji diimingi uang dijerat sarung,clickbait,0
penderita stroke terbakar rumahnya kakak stroke selamat merangkak,non-clickbait,1
pacar melahirkan tolak bertanggung siswa smp dipenjara,non-clickbait,1
presiden jokowi konglomerat indonesia ,non-clickbait,1
kecelakaan tol jagorawi pelajaran fatalnya pecah ban mobil,non-clickbait,1
revisi uu kpk peneliti senior lipi dpr kartel politik,non-clickbait,1
puskesmas baubau layani pasien 3 dokter pindah,non-clickbait,1
viral video penggerebekan pasangan selingkuh penginapan buleleng disidak,clickbait,0
siswi sd korban pemerkosaan bekasi trauma berani sekolah,non-clickbait,1
diskriminasi pelanggaran ham dinilai akar papua tersentuh,clickbait,0
gunung sewu anggota unesco global geopark,non-clickbait,1
sisi habibie koleksi mobil klasik,non-clickbait,1
gagal rencana 3000 main petak umpet ikea ,clickbait,0
bekraf gojek adakan pelatihan digital umkm kelas,non-clickbait,1
great eastern luncurkan produk asuransi 1 pembayaran premi,non-clickbait,1
hiu paus 6 meter terdampar pantai bergerak mati,non-clickbait,1
honda produksi unit skutik 55 detik,non-clickbait,1
indonesia vs thailand pasukan garuda tampil habis habisan,non-clickbait,1
fakta kecelakaan bus mira vs innova nganjuk madiun ambil video 3 penumpang tewas,clickbait,0
inovasi mahasiswa itb aki soak dideteksi android,non-clickbait,1
sertifikat bercandaan parpol pendukung revisi uu kpk,non-clickbait,1
anak posesif nicky tirta dilarang wanita,clickbait,0
daihatsu sambut kehadiran esemka tarung gran max,non-clickbait,1
viral pemutihan sim mati polisi hoax,clickbait,0
revitalisasi trotoar jalan kramat pedagang nasi kapau,non-clickbait,1
indonesia vs thailand tekad tim gajah perang perbaiki agresivitas gol,non-clickbait,1
dukung kpk dewan guru ipb dpr berpikir jernih,non-clickbait,1
ahmad dhani kabar santuni korban kecelakaan dul jaelani,non-clickbait,1
ibas ingatkan anggota dewan terpilih demokrat langgar aturan,non-clickbait,1
lambaian tangan meghan markle tengah keramaian final us open,clickbait,0
perempuan menyerahkan polisi mengaku mayat bayi cisauk,non-clickbait,1
kekeringan 5 puluhan warga dusun bolak ambil air sumur,non-clickbait,1
serba serbi soundrenaline 2019 musisi ngamen kemping,non-clickbait,1
lanjutkan penguatan kurs rupiah 6 bank,clickbait,0
sisi buruk tote bag pengganti kantong plastik,clickbait,0
ganjil genap bertambah 1 pelanggar tl tomang raya,non-clickbait,1
siswa surat pengunduran sakit ujian paket,non-clickbait,1
canggih pendeteksi asap rokok berbasis internet kreasi itt purwokerto,non-clickbait,1
berbahaya lakukan slipstream tol,non-clickbait,1
dki batalkan lelang erp anggaran rp 409 miliar dicoret apbd 2019,non-clickbait,1
surat pernyataan bermeterai capim kpk dinilai,non-clickbait,1
mobil dinas dicuri gedung sate ridwan kamil duga terlibat,non-clickbait,1
ali lukman setahun pimpin sultra akademisi birokrasi,non-clickbait,1
damai pengendara motor tabrak anak trotoar dipulangkan,non-clickbait,1
kisah kantin legendaris kansas unhas warung makan calon jaksa pengacara,non-clickbait,1
waspada foto akun privat instagram diintip browser,non-clickbait,1
jenguk bj habibie anies kondisi beliau berat berkomunikasi,non-clickbait,1
sopir angkot rasakan jalanan lengang perluasan ganjil genap,non-clickbait,1
zaman berubah menu makanan favorit kansas unhas menyesuaikan kaum milenial,non-clickbait,1
2 video mesum beredar sumedang polisi buru penyebarnya,non-clickbait,1
didampingi kepala bin jokowi bertemu tokoh papua istana,non-clickbait,1
minat daihatsu sigra model diskon rp 5 juta,non-clickbait,1
pelatih arema fc comvalius tajam putaran liga 1,non-clickbait,1
indonesia vs thailand andritany tampil dikritik,non-clickbait,1
zaenal tewas berkelahi polisi keluarga pendampingan bkbh fakultas hukum unram ,non-clickbait,1
polres ngawi selidiki foto bugil beredar medsos,non-clickbait,1
capim kpk dinilai tersandera surat bermeterai komisi iii,non-clickbait,1
sby batal buka acara pembekalan anggota legislatif jenguk bj habibie,non-clickbait,1
prediksi susunan pemain indonesia vs thailand mcmenemy siapkan 3,non-clickbait,1
daging protein jamur tiram putih tinggi,non-clickbait,1
pemain asing persebaya diragukan tampil lawan kalteng putra,non-clickbait,1
waspada bahaya polutan udara ruangan ,clickbait,0
fakta mahasiswa papua pulang kampung pusingkan gubernur capai 700,non-clickbait,1
indonesia vs thailand polisi suporter thailand kawal,non-clickbait,1
cerita bupati mamberamo tengah papua puluhan mahasiswanya memilih pulang kampung,clickbait,0
pssi rilis video jelang indonesia vs thailand,non-clickbait,1
ammdes jamilah berhasil pukau menkes,non-clickbait,1
melirik duo sepatu derby kreasi kolaborasi hender scheme dr martens,non-clickbait,1
bedanya teknologi hybrid power nissan note,clickbait,0
berkendara sepeda kerap alami diskriminasi jakarta,non-clickbait,1
aulia kesuma survei tangerang bakar jenazah pupung dana sukabumi,non-clickbait,1
elza syarief mengaku stres berat berselisih nikita mirzani,non-clickbait,1
bedah daftar pemasok komponen esemka bima,non-clickbait,1
cerita warga berebut air antri pagi pagi baku,non-clickbait,1
kabut asap kebakaran hutan menyebar perbatasan malaysia siswa sekolah dipulangkan,non-clickbait,1
ganjil genap pelanggar jalan rs fatmawati turun 50 persen,non-clickbait,1
armand maulana terharu putrinya pemalu tampil the voice,non-clickbait,1
pebalap gokar qarrar firhand optimistis italia,non-clickbait,1
fakta kabut asap sumatera kalimantan penerbangan dibatalkan warga sesak nafas,clickbait,0
kanker ria irawan jalani terapi radiasi kepala pekan,non-clickbait,1
denda tilang terobos jalur transjakarta,non-clickbait,1
irlandia utara vs jerman der panzer taklukkan tuan rumah,non-clickbait,1
penerobos jalur transjakarta tertangkap kamera tle,non-clickbait,1
ayam kecap nasi pecel menu andalan warung dian barokah unhas bikin kangen,non-clickbait,1
indonesia vs thailand suporter lawan perlakuan malaysia,non-clickbait,1
zylvechia nama putri franda ditiru,non-clickbait,1
estonia vs belanda ryan babel cetak 2 gol de oranje menang telak,non-clickbait,1
kategori kendaraan melintas jalur transjakarta,non-clickbait,1
tukang becak bangga anak raih gelar doktor  pria tewas tilang,non-clickbait,1
dangdutan berujung pengeroyokan kakak adik tewas,non-clickbait,1
khianati liverpool bobby duncan tolak tawaran man united ,non-clickbait,1
jadwal kualifikasi piala dunia 2022 indonesia vs thailand malam,non-clickbait,1
rencana malaysia tangkal kabut asap indonesia  ucapan mahathir hong kong,non-clickbait,1
duduk perkara hoaks pencabulan pimpinan pesantren polisi buru 1 dpo tangkap 4 tersangka,non-clickbait,1
fakta istri anggota dprd lombok timur ngamuk diduga guru anak luka lebam,non-clickbait,1
berjemur waspadai radiasi sinar ultraviolet,non-clickbait,1
perluasan ganjil genap  airbag baju balap motogp,non-clickbait,1
cerita petugas medis perawat kusta kaget terbiasa,non-clickbait,1
jadwal kualifikasi euro 2020 malam 3 tim unggulan main,non-clickbait,1
disrupsi indonesia butuh sdm teknologi informasi berkualitas,non-clickbait,1
rekor pertemuan indonesia vs thailand gajah perang superior,non-clickbait,1
duduk perkara ratusan mahasiswa papua pilih pulang kampung maklumat,clickbait,0
ria irawan belajar bicara tumor kepalanya ,non-clickbait,1
benahi lini serang semen padang cari pemain berposisi playmaker,non-clickbait,1
samsung galaxy a20s dibekali kamera ,clickbait,0
kisah warung dian barokah unhas kenangan sahabat,non-clickbait,1
waduk gajah mungkur surut makam jembatan lawas muncul,non-clickbait,1
indonesia vs thailand jupe optimistis garuda kalahkan gajah perang,non-clickbait,1
sakit virgil abloh absen hadir fashion show koleksi off white,non-clickbait,1
menengok tahap uji tipe kendaraan bermotor dipasarkan,non-clickbait,1
kisruh sushi tei gugat pengadilan tuntutan rp 18 miliar,non-clickbait,1
pemain nba bergaya ala ninja,clickbait,0
radioterapi kanker ria irawan isyaratkan dijenguk pekan,non-clickbait,1
limbah baterai motor listrik lampu jalan,non-clickbait,1
viar gandeng kampus teliti limbah baterai motor listrik,non-clickbait,1
dikeluhkan pengendara tulisan rambu ganjil genap diperbesar,non-clickbait,1
cerita pesepeda perempuan kerap dilecehkan berkendara jakarta,non-clickbait,1
turunkan berat badan 50 kg kemal mochtar jaga porsi makan gerak ,clickbait,0
unik saudara kembar dilantik kepala desa gresik,clickbait,0
surat bermeterai capim dinilai ancam independensi kpk,non-clickbait,1
nissan bicara nasib juke indonesia,non-clickbait,1
ahmad dhani santuni rp 5 juta keluarga korban kecelakaan dul jaelani,non-clickbait,1
kabut asap kian pekat pekanbaru papan ispu rusak,non-clickbait,1
penampilan naja bikin armand maulana menangis haru,non-clickbait,1
sidang perdana jefri nichol tangan diborgol tertunduk,non-clickbait,1
mari bantu fatta anak penjual mainan kakinya lumpuh,non-clickbait,1
alasan rafli dimainkan striker arema fc,clickbait,0
3 kabar terbaru ria irawan belajar bicara radioterapi,clickbait,0
reaksi pelanggar ganjil genap coba suap petugas telepon kerabat,clickbait,0
penyakit tbc penyebab gejala pengobatan pencegahan,clickbait,0
gara gara desta tompi mendadak sutradara pretty boys,non-clickbait,1
pesan daihatsu sigra facelift siapkan rp 5 juta,non-clickbait,1
cekcok suami foto pelukan istri gantung,non-clickbait,1
 cerita 30 ton sampah keramaian festival jak japan matsuri,clickbait,0
selebriti perempuan melawan diskriminasi usia hollywood,clickbait,0
sneaker air jordan 1 zebra bernuansa nike dunk daktari,non-clickbait,1
capim kpk tanda tangan surat bermeterai icw nilai dpr lakukan deal politik,non-clickbait,1
serba serbi penerapan perluasan ganjil genap jalan gunung sahari,clickbait,0
penemuan mengubah dunia bulu tangkis mesir kuno,non-clickbait,1
kisah kansas unhas saksi pusingnya kerjakan tugas kuliah,non-clickbait,1
kostum tur ariana grande dituduh menjiplak karya desainer indie,non-clickbait,1
kecelakaan bus mira nganjuk madiun tewas korban ambil video,non-clickbait,1
bocah ar bolak bandung kejelasan jenis kelamin,non-clickbait,1
indonesia vs thailand ardi idrus berharap tim garuda bangkit,non-clickbait,1
lukaku dinilai ceria bela inter milan man united,non-clickbait,1
ridwan kamil putar otak hadapi kenaikan iuran bpjs kesehatan pilih asuransi swasta ,non-clickbait,1
29 karyawan sarinah terdakwa kerusuhan 21 22 mei bersaksi pn jakpus,non-clickbait,1
dikepung kabut asap pekat sekolah liburkan siswanya,clickbait,0
bertemu jokowi istana tokoh tokoh papua ajukan 9 permintaan,clickbait,0
kemenpar genjot pengembangan 5 destinasi super prioritas,non-clickbait,1
pro kontra anggota dprd dki sikapi rencana anies bolehkan pkl jualan trotoar,non-clickbait,1
lionel messi ungguli cristiano ronaldo rating game fifa 2020,non-clickbait,1
calya sigra facelift meluncur simak harga bekasnya,clickbait,0
mobil tua perancis menjelma mobil listrik video,clickbait,0
jaksa nilai 5 poin permohonan pk setya novanto novum,non-clickbait,1
mari bantu novi hamil korban obat kedaluwarsa,clickbait,0
band rock maliq  dessentials asing tampil soundrenaline,non-clickbait,1
ps tira vs persib maung bandung siapkan komposisi alternatif,non-clickbait,1
mrp anggap kepulangan ratusan mahasiswa papua musibah,non-clickbait,1
persipura vs persija banuelos untung main aji imbut,non-clickbait,1
berbobot 122 kg turunkan berat 40 kg ketiga anaknya,non-clickbait,1
ramalan ronaldo rekrutan anyar ac milan,non-clickbait,1
pelanggar lintas tewas berkelahi polisi 4 anggota polres diperiksa propam,non-clickbait,1
tokoh lintas agama ajak masyarakat tolak revisi uu kpk,non-clickbait,1
viral video pengendara motor menangis terjaring razia gara gara keponakan,clickbait,0
as selamatkan top rusia beberkan peran putin pilpres 2016,non-clickbait,1
koki nicky tirta ditembak murid perempuannya,clickbait,0
jokowi paksa bumn swasta terima 1000 mahasiswa papua,non-clickbait,1
ketua rombongan tokoh papua istana eks timses jokowi sumbang lahan,non-clickbait,1
jelang tira persikabo vs persib ezechiel febri tampil,non-clickbait,1
kisah amid pemakai narkoba petani berdaya ,non-clickbait,1
video mesum sumedang disebar pelaku pria motifnya sakit hati,non-clickbait,1
video eksklusif test drive mobil esemka diresmikan jokowi,non-clickbait,1
tim srt turunkan pebalap motogp sepang 8 hour,non-clickbait,1
lee seung gi pajang foto bareng jasper liu candi prambanan,non-clickbait,1
cerita kamga hondo finalis go ahead challenge 2019,clickbait,0
razia penginapan buleleng jaring 9 pasangan sah,non-clickbait,1
ditemukan membusuk yugo rumah beli obat,non-clickbait,1
5 menit perampok bersenpi gondol 10 kg emas bernilai rp 45 miliar,non-clickbait,1
catatan susy susanti pemain elite china open 2019,clickbait,0
kim heechul super junior kecanduan manicure 14 tahun,non-clickbait,1
anak habibie ayahnya didoakan,clickbait,0
cerita prajurit tni 9 tidur hutan padamkan api karhutla,clickbait,0
spider man bikin captain marvel bertekuk lutut daftar film terlaris 2019,non-clickbait,1
eks pimpinan kpk bertemu pimpinan kpk bahas isu isu terkini,non-clickbait,1
pria tewas mengenaskan tertabrak kereta api lewati perlintasan,clickbait,0
kalahkan vietnam perum perindo kejar sertifikasi 8 coldstorage,non-clickbait,1
tilang elektronik jalur transjakarta butuh sosialisasi,non-clickbait,1
contoh anak berhasil turunkan 40 kg,non-clickbait,1
tpas makassar terbakar timbulkan bau menyengat sekolah diliburkan,non-clickbait,1
fakta ribuan ikan mati pantai ambon bau amis menyengat lipi ambil sampel bangkai,non-clickbait,1
drone serang fasilitas saudi aramco harga minyak melambung iran perang,non-clickbait,1
kisah afuk kayuh sepeda onthel 276 kilometer kembalikan dompet,non-clickbait,1
diduga akibat steker rusak rumah ngawi ludes dilalap api,non-clickbait,1
kanker paru merenggut nyawa chrisye gejala pengobatan,non-clickbait,1
petugas damkar turun sumur evakuasi kucing matraman,non-clickbait,1
jalani sidang narkoba jefri nichol tersenyum pengadilan,non-clickbait,1
china open 2019 jonatan christie lakoni perang saudara,non-clickbait,1
ronaldo menangis tersedu sedu video ayahnya,non-clickbait,1
barang branded kiki amalia jastip bayarnya dicicil,non-clickbait,1
kisah relawan lewati bukit pedalaman ntt tolong penderita gangguan jiwa dipasung,non-clickbait,1
mengenang chrisye rokok kanker paru menghantuinya,clickbait,0
pria tewas dibacok temannya tertawa merokok utang ditagih,non-clickbait,1
walhi pemerintah melaksanakan putusan ma ajukan pk,non-clickbait,1
impor china turun tajam alhamdulillah neraca dagang ri surplus ,non-clickbait,1
lamar sahila hisyam petualangan cinta vicky prasetyo,non-clickbait,1
menangis gisel sedih malu,non-clickbait,1
kabut asap riau 3 pr jokowi tangani karhutla indonesia,non-clickbait,1
perempuan hamil sadar mengandung ,clickbait,0
hasil jepretan ponsel 4 kamera oppo a9 2020,clickbait,0
claudia gadis cirebon peserta the voice jerman bikin bangga indonesia,non-clickbait,1
tagih utang rp 14000 nenek iyah dibunuh mayatnya dibakar,non-clickbait,1
daftar harga calya sigra tahun tahun,non-clickbait,1
calya sigra mobil murah andalan indonesia,non-clickbait,1
pengamat transportasi usulkan strategi tekan angka pelanggar ganjil genap ,non-clickbait,1
